id,category_id,name,slug,description,specs,price,original_price,stock,is_featured,is_flash_deal,flash_deal_ends_at,images,variants,rating_avg,reviews_count,created_at,updated_at,badge
10a2b463-b9c8-4989-ae46-2cf01e16a999,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #9,electronics-pro-smart-device-9-517,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1720.00,4270.00,31,true,false,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,PREMIUM
12306721-6cfd-4400-876e-6bc384010502,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #5,accessories-ultra-tech-gadget-5-538,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1380.00,1670.00,58,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
17c29427-283a-4ef0-9e14-b22673d9b073,a4444444-4444-4444-8444-444444444444,Midnight Tobacco & Vanilla Body Splash 250ml,tobacco-vanilla-body-splash-250ml-27331,بودي سبلاش رجالي فاخر برائحة التبغ الملكي والفانيليا الثقيلة.,{},360.00,468.00,58,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,HOT
1c1f4c33-aa15-479f-990f-034efe7b2f7e,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #8,men-care-dark-leather-splash-&-grooming-8-875,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},320.00,3350.00,55,false,true,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
1d86ba5f-432c-42de-a410-7ee8bc2f9648,a4444444-4444-4444-8444-444444444444,All-in-One Beard & Hair Wash 300ml,all-in-one-beard-hair-wash-300ml-7745,غسول شامبو مخصص للذقن والشعر بزيت الشاي الأسترالي لمنع الجفاف.,{},270.00,337.50,51,false,true,,"[""https://images.unsplash.com/photo-1556228720-195a672e8a03?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,NEW
1de1f1eb-6126-4336-9fbb-8b41b94502b1,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #4,accessories-ultra-tech-gadget-4-370,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1400.00,2950.00,11,false,true,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,PREMIUM
24b0c8e7-e73e-41d3-9ef7-618f76aaa51c,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #6,men-care-dark-leather-splash-&-grooming-6-79,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},550.00,3270.00,33,true,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
25cd11c5-99d2-4bd7-a557-90ca96b8a418,a3333333-3333-4333-8333-333333333333,Women Care Glow Body Mist & Care #5,women-care-glow-body-mist-&-care-5-392,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1060.00,2790.00,57,false,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
2a8eb98e-5e88-4f99-8d45-b322e1f9e842,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #2,electronics-pro-smart-device-2-50,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1640.00,1510.00,33,false,false,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,BESTSELLER
2b358468-bf96-4564-a912-689477751cf9,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #1,accessories-ultra-tech-gadget-1-856,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2420.00,2860.00,50,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
2db29477-6d9a-48b5-b36c-f5fd327b96ff,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #12,electronics-pro-smart-device-12-428,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1390.00,3150.00,12,true,true,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,BESTSELLER
35f9726e-d0c5-4c47-bf4d-ad5e10b17802,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #14,men-care-dark-leather-splash-&-grooming-14-337,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2140.00,4480.00,21,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,PREMIUM
37873f88-4df1-4b21-975f-1677d2dcaac2,a1111111-1111-4111-8111-111111111111,Smart Mini Projector 1080P Cinema,smart-mini-projector-1080p-555,بروجيكتور منزلي ذكي بدقة 1080P وصوت Dolby مدمج لعرض السينما المنزلي.,{},6800.00,8840.00,28,false,false,,"[""https://images.unsplash.com/photo-1545454675-3531b543be5d?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,PREMIUM
387e47a6-dc96-4899-8f43-67c2ed7d3623,a3333333-3333-4333-8333-333333333333,Pure Jasmine & Peony Body Mist 250ml,pure-jasmine-peony-body-mist-250ml-17245,بودي سبلاش برائحة الياسمين والبيوني الرقيقة لشعور بالانتعاش والأنوثة.,{},320.00,416.00,73,false,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,HOT
38b2a3d7-4936-470d-95e1-6ece45ee85df,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #4,men-care-dark-leather-splash-&-grooming-4-816,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2050.00,1310.00,49,false,true,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,PREMIUM
3a7fc8d6-7f90-46e8-b260-7be6ac45c74b,a1111111-1111-4111-8111-111111111111,Ultra HD 4K Action Camera Waterproof,ultra-hd-4k-action-camera-37910,كاميرا تصوير أكشن بدقة 4K مع زاوية واسعة ومقاومة كاملة للماء للرياضيين.,{},3200.00,4160.00,34,true,false,,"[""https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,NEW
3cd77919-3b77-412c-824e-cc194c21bd13,a1111111-1111-4111-8111-111111111111,USB-C Dual HDMI Docking Station,usb-c-dual-hdmi-docking-station-9883,موزع منافذ احترافي للابتوب يدعم تشغيل شاشتين 4K وشحن سريع 100W.,{},1850.00,2312.50,59,true,false,,"[""https://images.unsplash.com/photo-1544816155-12df9643f363?auto=format&fit=crop&w=600&q=80""]",[],4.50,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,LIMITED
3d781a5c-74af-4112-b9e8-288cf5814549,a3333333-3333-4333-8333-333333333333,Pink Amber Body Mist Splash 250ml,pink-amber-body-mist-splash-250ml-3500,بودي سبلاش أنثوي جذاب برائحة العنبر الوردي ولمسات الياسمين.,{},295.00,368.75,49,true,false,,"[""https://images.unsplash.com/photo-1547887537-6158d64c35b3?auto=format&fit=crop&w=600&q=80""]",[],4.50,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,TRENDING
3df04841-0cb8-4888-bcd0-3438a06500a3,a1111111-1111-4111-8111-111111111111,Noise Cancelling In-Ear Earbuds,noise-cancelling-in-ear-earbuds-2825,سماعات أذن لاسلكية مع عزل ضوضاء فعال وشحن سريع ودعم اللمس.,{},990.00,1237.50,25,false,true,,"[""https://images.unsplash.com/photo-1590658268037-6bf12165a8df?auto=format&fit=crop&w=600&q=80""]",[],4.50,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,TRENDING
3e1643c7-663d-4bc6-96b4-978d656d68ae,a2222222-2222-4222-8222-222222222222,Magnetic Phone Stand Desk Mount,magnetic-phone-stand-desk-mount-5455,حامل هاتف مغناطيسي معدني ألومنيوم مريح للمكاتب وزوايا رؤية متعددة.,{},320.00,400.00,17,false,false,,"[""https://images.unsplash.com/photo-1586953208448-b95a79798f07?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,NEW
3f843639-e972-4fa0-92e7-f24ae20609c7,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #13,electronics-pro-smart-device-13-800,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1760.00,1500.00,25,false,false,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
44a8c489-6adb-4cb8-aab9-16b38cde729d,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #12,men-care-dark-leather-splash-&-grooming-12-520,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2590.00,4150.00,17,true,true,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,BESTSELLER
49e34556-c5c2-473d-b0d7-25a124c58080,a1111111-1111-4111-8111-111111111111,Wireless Charging Pad 15W,wireless-charging-pad-15w-2542,قاعدة شحن لاسلكي سريعة بقدرة 15 واط متوافقة مع جميع الهواتف والساعات.,{},450.00,562.50,55,false,false,,"[""https://images.unsplash.com/photo-1586953208448-b95a79798f07?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,NEW
4c46520d-2455-4d70-a7d9-c438a73de236,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #7,men-care-dark-leather-splash-&-grooming-7-499,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2250.00,2140.00,36,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,BESTSELLER
517e9ca4-a895-4c97-addf-fc19ef98c112,a1111111-1111-4111-8111-111111111111,High-Res Noise Isolating Studio Headphones,high-res-studio-headphones-97077,سماعات رأس احترافية للاستوديو وتوزيع الصوت مع وسائد مريحة جداً.,{},2950.00,3835.00,21,false,true,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,TRENDING
51f983e6-9ee3-4f8d-8aa0-d72937c5a804,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #1,men-care-dark-leather-splash-&-grooming-1-731,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2390.00,670.00,25,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
5760775f-d785-46b9-a1bc-970dfcf7e994,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #6,accessories-ultra-tech-gadget-6-504,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2690.00,2510.00,52,true,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
5bf31ab8-4f01-423a-b79b-49be71fce201,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #2,accessories-ultra-tech-gadget-2-185,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1920.00,4370.00,26,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,BESTSELLER
5d33396a-edc7-4d77-88bc-20bf1ce9fcf2,a2222222-2222-4222-8222-222222222222,Silicone Strap for Smartwatches 22mm,silicone-strap-smartwatch-22mm-7590,حزام سيلكون مريح ومقاوم للعرق مخصص للساعات الذكية بجميع أنواعها.,{},180.00,225.00,54,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,NEW
5d934be8-5c50-4bed-a816-dc77e42830d8,a4444444-4444-4444-8444-444444444444,Blue Sport Body Splash 250ml,blue-sport-body-splash-250ml-2188,بودي سبلاش منعش للرياضيين برائحة الحمضيات ونسمات المحيط المبردة.,{},290.00,362.50,47,true,false,,"[""https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,HOT
5ff6f66d-aa50-41f5-9ced-79cd462c0f26,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #10,accessories-ultra-tech-gadget-10-71,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1710.00,640.00,56,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
6090aa73-96a7-4086-9154-41c5636f6efd,a3333333-3333-4333-8333-333333333333,SPF 50+ Invisible Sunscreen Gel,spf-50-invisible-sunscreen-gel-382,واقي شمس جيل شفاف بدون أثر أبيض وحماية كاملة من أشعة الشمس.,{},420.00,525.00,29,false,false,,"[""https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,HOT
66229330-4a2e-4ae5-bf8f-75e19f290870,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #5,men-care-dark-leather-splash-&-grooming-5-523,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2520.00,3190.00,23,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
68ff1669-cd85-4f76-a498-0fc207e1497a,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #5,electronics-pro-smart-device-5-219,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2110.00,2260.00,46,false,false,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
6a552ec5-137a-4fdf-9d75-f5ee5452283e,a3333333-3333-4333-8333-333333333333,Women Care Glow Body Mist & Care #15,women-care-glow-body-mist-&-care-15-670,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1730.00,3000.00,21,true,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
6b342c5f-66d9-4fc3-a505-a3fd0d42f917,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #14,accessories-ultra-tech-gadget-14-275,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1130.00,2720.00,26,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,PREMIUM
6c269b5c-136e-46b4-96f7-0e1a51c51df3,a3333333-3333-4333-8333-333333333333,Women Care Glow Body Mist & Care #13,women-care-glow-body-mist-&-care-13-573,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2340.00,2430.00,48,false,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
6c7ecc6c-298d-4606-b77b-f677ae99d54c,a3333333-3333-4333-8333-333333333333,Hydrating Rose Water Sheet Mask Pack (5x),hydrating-rose-water-sheet-mask-pack-29889,مجموعة ماسكات كورية للوجه بماء الورد لترطيب وتغذية البشرة الفورية.,{},250.00,325.00,55,false,false,,"[""https://images.unsplash.com/photo-1556228720-195a672e8a03?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,SALE
6ca38f14-f092-4f8a-8722-7035e9bf9ab7,a3333333-3333-4333-8333-333333333333,Women Care Glow Body Mist & Care #11,women-care-glow-body-mist-&-care-11-543,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},410.00,3680.00,58,false,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
6dff0cce-b07e-4fed-af57-5effb2276b82,a4444444-4444-4444-8444-444444444444,Post-Shave Cooling Balm Aloe Vera,post-shave-cooling-balm-aloe-vera-3155,بلسم بعد الحلاقة مهدئ للبشرة بخلاصة الألوفيرا وزيت الجوجوبا.,{},220.00,275.00,38,false,false,,"[""https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,SALE
6efca2e6-dd97-43d9-b05d-ad827a4e9507,a3333333-3333-4333-8333-333333333333,Cherry Blossom Body Mist 250ml,cherry-blossom-body-mist-250ml-3016,بودي سبلاش منعش برائحة زهور الكرز اليابانية والفاكهة الاستوائية.,{},310.00,387.50,52,true,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.50,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,HOT
6f6bb3f1-7eb4-48a4-93b9-fdcd064cbf7a,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #8,electronics-pro-smart-device-8-700,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},3170.00,1720.00,59,false,true,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
7633adab-1b95-4e85-9ca7-1378e0002a6a,a4444444-4444-4444-8444-444444444444,Soothing Beard Butter Leave-In Balm,soothing-beard-butter-leave-in-balm-82768,زبادي ترطيب الذقن بدون غسيل لترطيب الشعر وجعله سهلاً في التصفيف.,{},290.00,377.00,71,false,true,,"[""https://images.unsplash.com/photo-1626285861696-9f0bf5a49c6d?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,TRENDING
78f3cff8-21b3-42c6-a095-8b54b7c0352d,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #8,accessories-ultra-tech-gadget-8-736,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},410.00,3250.00,34,false,true,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
